时间,源水浊度,源水pH,源水温度,源水氨氮,源水COD,源水有机物,混凝剂投加量,沉后浊度,滤后浊度,出水浊度,出水余氯,出水pH
2024-01-30 06:00:00,24.63,7.16,7.34,0.479,5.8,0.0932,18.53,0.97,0.23,0.173,0.87,6.96
2024-01-30 07:00:00,32.84,7.17,8.59,0.471,5.91,0.0928,16.16,1.26,0.5,0.35,1.26,7.49
2024-01-30 08:00:00,26.09,7.05,8.48,,5.74,0.0935,15.03,1.17,0.24,0.081,1.35,7.13
2024-01-30 09:00:00,29.27,7.16,8.22,0.473,5.56,0.0918,15.59,1.18,0.33,0.23,0.83,6.69
2024-01-30 10:00:00,31.9,7.17,8.84,0.468,5.51,0.0915,19.94,1.22,0.41,0.295,1.3,6.76
2024-01-30 11:00:00,31.81,7.1,7.36,0.476,5.91,0.0924,17.23,1.14,0.12,0.056,1.42,7.49
2024-01-30 12:00:00,27.86,7.11,6.93,0.47,5.19,0.0943,16.93,1.04,0.35,0.192,1.4,7.34
2024-01-30 13:00:00,28.29,7.16,7.5,0.467,6.0,0.0943,15.69,1.01,0.31,0.105,1.22,7.38
2024-01-30 14:00:00,34.22,7.1,7.43,0.47,5.8,0.0933,18.44,1.36,0.51,0.22,1.05,7.05
2024-01-30 15:00:00,30.56,7.18,5.97,0.477,,0.0931,17.63,1.06,0.41,0.32,1.07,6.75
2024-01-30 16:00:00,32.16,7.19,7.48,0.475,5.84,0.0933,15.77,1.33,0.36,0.275,0.73,6.5
2024-01-30 17:00:00,33.16,7.18,9.13,0.464,5.58,0.0926,20.77,1.22,0.39,0.25,0.96,6.75
2024-01-30 18:00:00,31.85,7.14,8.82,0.476,5.7,0.0922,16.48,1.33,0.53,0.163,1.06,6.56
2024-01-30 19:00:00,24.97,7.05,8.55,0.469,5.42,0.0913,17.18,0.98,0.35,0.108,0.91,7.7
2024-01-30 20:00:00,29.28,7.11,8.15,0.463,5.87,,13.7,1.24,0.34,0.203,1.19,6.83
2024-01-30 21:00:00,24.02,7.08,9.47,0.464,5.73,0.0943,16.24,1.12,0.16,0.067,1.6,6.83
2024-01-30 22:00:00,30.31,7.15,6.96,0.462,5.81,0.0936,18.62,1.16,0.25,0.153,1.65,6.83
2024-01-30 23:00:00,33.77,7.09,7.06,0.474,6.0,0.0935,17.91,1.41,0.51,0.178,0.97,6.5
2024-01-31 00:00:00,29.82,,9.29,0.468,5.51,0.0944,18.52,1.09,0.14,0.108,1.68,6.5
2024-01-31 01:00:00,28.87,7.15,8.19,0.465,5.71,0.0936,14.71,1.05,0.38,0.137,,7.49
2024-01-31 02:00:00,24.16,7.05,7.49,0.47,5.25,0.0938,15.86,1.15,0.33,0.155,0.94,7.54
2024-01-31 03:00:00,35.13,7.11,8.71,0.479,5.91,0.0942,14.68,1.21,0.42,0.145,1.3,7.36
2024-01-31 04:00:00,24.96,7.09,7.72,0.475,5.74,0.092,15.41,0.96,0.21,0.104,1.14,7.16
2024-01-31 05:00:00,24.22,7.16,7.33,0.472,5.75,0.0922,13.34,1.02,0.2,0.092,0.53,6.64
2024-01-31 06:00:00,26.66,7.11,7.3,0.477,5.7,0.0934,15.42,1.22,0.48,0.296,0.77,7.39
2024-01-31 07:00:00,24.51,7.12,8.48,0.464,5.57,0.0919,17.76,1.13,0.31,0.228,1.36,7.0
2024-01-31 08:00:00,29.14,7.06,8.37,0.48,6.0,0.0937,19.66,1.05,0.32,0.226,0.68,7.16
2024-01-31 09:00:00,29.86,7.07,9.68,0.466,5.76,0.0943,13.81,1.13,0.43,0.286,1.69,7.09
2024-01-31 10:00:00,27.45,7.14,7.87,0.463,5.84,0.0943,18.25,1.13,0.27,0.218,1.45,7.24
2024-01-31 11:00:00,24.34,7.06,7.86,0.47,5.41,0.0926,17.76,1.11,0.14,0.05,1.35,7.29
2024-01-31 12:00:00,25.06,7.07,9.6,0.464,6.0,0.0922,15.79,0.99,0.17,0.121,0.68,6.96
2024-01-31 13:00:00,28.3,7.11,9.15,0.466,5.71,0.0947,18.69,1.03,0.3,0.108,1.46,7.32
2024-01-31 14:00:00,24.45,7.19,8.31,0.477,5.88,0.0946,,1.1,0.36,0.219,1.44,6.91
2024-01-31 15:00:00,32.02,7.18,6.6,0.471,6.0,0.0926,15.9,1.08,0.27,0.192,1.42,7.31
2024-01-31 16:00:00,26.19,7.19,7.35,0.463,5.72,0.0945,14.41,1.09,0.32,0.202,1.43,7.31
2024-01-31 17:00:00,27.32,7.19,7.11,0.475,5.54,0.0945,17.15,1.17,0.35,0.127,1.67,6.5
2024-01-31 18:00:00,28.41,7.06,8.2,0.476,5.05,0.0927,15.81,1.18,0.13,0.052,0.93,7.01
2024-01-31 19:00:00,28.68,7.17,7.65,0.48,5.63,0.0928,14.64,1.15,0.28,0.207,1.09,6.5
2024-01-31 20:00:00,23.76,7.1,9.77,0.466,5.54,0.0946,13.47,1.09,,0.3,0.89,6.54
2024-01-31 21:00:00,25.07,7.11,6.59,0.479,5.4,0.094,15.15,1.08,0.13,0.086,1.38,7.02
2024-01-31 22:00:00,33.98,7.11,7.0,0.476,6.0,0.0936,15.73,1.36,0.41,0.184,1.08,6.96
2024-01-31 23:00:00,23.75,7.17,8.41,0.474,6.0,0.0947,16.14,1.05,0.28,0.119,0.75,6.92
2024-02-01 00:00:00,,7.12,8.83,0.47,5.19,0.0949,19.03,1.18,0.37,0.125,1.17,7.2
2024-02-01 01:00:00,30.67,7.11,5.72,0.474,5.78,0.0921,18.53,1.22,0.45,0.239,0.55,6.89
2024-02-01 02:00:00,28.74,7.12,6.57,0.469,5.49,0.0936,21.91,1.13,0.41,0.205,1.17,6.65
2024-02-01 03:00:00,29.95,7.18,8.04,0.479,5.85,0.095,17.22,1.1,0.38,0.161,1.19,6.54
2024-02-01 04:00:00,34.25,7.1,9.66,0.479,5.5,0.0923,20.89,1.26,0.29,0.181,1.02,6.5
2024-02-01 05:00:00,35.0,7.2,10.2,0.468,5.57,0.0921,18.06,1.43,0.22,0.088,1.45,
2024-02-01 06:00:00,27.84,7.12,7.89,0.47,6.0,0.0948,15.3,1.15,0.36,0.125,0.61,6.78
2024-02-01 07:00:00,28.61,7.14,8.14,0.483,5.98,0.0946,16.29,1.2,0.39,0.202,1.18,7.43
2024-02-01 08:00:00,27.62,7.17,7.47,0.474,6.0,0.0925,16.13,1.16,0.17,0.111,1.21,7.05
2024-02-01 09:00:00,30.55,7.09,8.94,0.476,5.67,0.0925,16.3,,0.38,0.149,1.14,6.7
2024-02-01 10:00:00,33.05,7.18,9.84,0.484,5.3,0.0947,15.03,1.22,0.39,0.233,1.52,7.25
2024-02-01 11:00:00,27.45,7.07,9.56,0.469,6.0,0.0926,13.8,1.04,0.27,0.094,0.96,7.24
2024-02-01 12:00:00,28.71,7.08,8.28,0.477,6.0,0.0924,18.35,1.02,0.36,0.158,1.12,6.87
2024-02-01 13:00:00,36.1,7.15,7.47,0.48,5.92,0.095,19.64,1.43,0.53,0.38,1.18,7.39
2024-02-01 14:00:00,25.24,7.16,8.32,0.471,5.51,0.0946,18.75,1.02,,0.058,1.03,7.31
2024-02-01 15:00:00,30.31,,9.69,,5.41,0.0933,15.71,1.21,0.18,0.117,0.68,6.91
2024-02-01 16:00:00,33.4,7.07,7.91,0.482,5.9,0.094,16.31,1.24,0.16,0.05,1.6,6.99
2024-02-01 17:00:00,26.49,7.11,6.49,0.467,5.47,0.0934,13.21,1.0,0.38,0.217,0.91,6.9
2024-02-01 18:00:00,25.22,7.2,7.95,0.468,5.64,0.0928,17.3,0.96,0.14,0.061,,7.17
2024-02-01 19:00:00,26.34,7.13,8.03,0.473,6.0,0.0953,13.69,1.2,0.31,0.128,0.48,6.5
2024-02-01 20:00:00,35.96,7.19,6.49,0.481,6.0,0.0938,17.88,1.26,0.16,0.089,1.17,7.29
2024-02-01 21:00:00,24.75,7.12,8.54,0.474,5.97,0.0941,15.69,1.02,0.28,0.224,1.2,6.57
2024-02-01 22:00:00,26.96,7.13,8.81,0.47,5.54,0.0933,,1.01,0.23,0.095,1.53,6.81
2024-02-01 23:00:00,25.02,7.19,10.17,0.473,5.52,0.0936,16.69,0.95,0.16,0.093,1.04,7.63
2024-02-02 00:00:00,26.97,7.09,7.12,0.476,5.94,0.0932,17.65,1.16,0.35,0.173,1.23,6.91
2024-02-02 01:00:00,33.48,7.17,9.18,0.482,6.0,0.0937,17.86,1.37,0.33,0.214,1.45,7.11
2024-02-02 02:00:00,28.64,7.13,9.42,0.484,5.57,0.0944,15.89,1.08,0.27,0.204,1.56,7.14
2024-02-02 03:00:00,32.83,7.12,8.97,0.473,5.59,0.0951,17.07,1.22,0.48,0.244,1.26,7.12
2024-02-02 04:00:00,33.1,7.07,7.45,0.481,5.75,0.0951,20.0,1.28,0.25,0.188,1.04,6.88
2024-02-02 05:00:00,36.41,7.14,7.39,0.481,5.31,0.0922,18.16,1.21,0.48,0.365,1.51,7.15
2024-02-02 06:00:00,25.62,7.08,8.55,0.482,5.32,0.0941,15.25,1.05,,0.271,1.52,6.99
2024-02-02 07:00:00,36.46,7.16,8.54,,5.37,0.0935,16.69,1.32,0.2,0.083,0.63,6.5
2024-02-02 08:00:00,33.47,7.09,7.9,0.467,5.89,0.0944,11.7,1.3,0.27,0.173,1.25,6.66
2024-02-02 09:00:00,27.64,7.18,9.75,0.48,5.81,0.0954,18.0,1.24,0.24,0.113,1.44,6.96
2024-02-02 10:00:00,35.43,7.11,8.05,0.479,6.0,0.095,17.8,1.3,0.41,0.163,1.37,7.17
2024-02-02 11:00:00,36.49,7.2,6.56,0.479,5.2,0.0934,16.32,1.24,0.22,0.118,1.07,7.17
2024-02-02 12:00:00,28.8,7.07,8.23,,5.27,0.0948,20.32,1.19,0.22,0.118,1.01,7.07
2024-02-02 13:00:00,37.3,7.07,8.93,0.468,5.86,0.0925,19.16,1.21,0.39,0.242,1.56,7.01
2024-02-02 14:00:00,31.36,7.15,8.8,0.47,5.46,0.0926,16.35,1.07,0.35,0.163,,6.97
2024-02-02 15:00:00,33.27,7.13,8.79,0.471,5.48,0.093,19.28,1.21,0.39,0.132,1.1,7.11
2024-02-02 16:00:00,38.14,7.12,9.95,0.47,6.0,0.0936,19.23,,0.3,0.134,1.11,6.72
2024-02-02 17:00:00,30.18,7.17,7.34,0.472,5.56,0.094,17.15,1.17,0.38,,1.15,7.02
2024-02-02 18:00:00,35.95,7.11,8.03,0.468,5.59,0.0936,16.72,1.25,0.35,0.254,1.1,7.28
2024-02-02 19:00:00,29.62,7.11,10.0,0.472,5.65,,17.71,1.27,0.45,0.152,1.5,7.04
2024-02-02 20:00:00,35.77,7.13,6.49,0.487,5.67,0.0926,19.77,1.2,0.37,0.151,1.28,6.71
2024-02-02 21:00:00,33.23,7.19,8.4,0.477,5.93,0.0941,16.03,,0.37,0.122,1.26,6.71
2024-02-02 22:00:00,28.32,7.08,9.68,0.474,5.36,0.0932,12.19,1.17,0.33,0.184,1.09,7.39
2024-02-02 23:00:00,30.85,7.19,9.67,0.481,5.67,0.0935,18.53,1.33,0.25,0.097,1.32,6.96
2024-02-03 00:00:00,30.7,7.13,9.26,0.478,6.0,0.0944,17.85,1.21,0.34,0.231,0.88,6.57
2024-02-03 01:00:00,27.53,7.2,9.29,0.469,6.0,0.093,17.46,1.2,,0.334,1.2,6.7
2024-02-03 02:00:00,26.89,7.19,7.56,0.48,5.3,0.094,15.7,1.07,0.41,0.225,0.66,6.5
2024-02-03 03:00:00,31.08,7.21,9.98,0.475,5.81,0.0953,18.61,1.08,0.15,0.078,1.08,6.51
2024-02-03 04:00:00,26.74,7.16,7.4,0.481,5.65,0.0935,14.27,1.08,0.24,,0.99,7.09
2024-02-03 05:00:00,28.68,7.12,7.46,0.472,5.68,0.0954,15.7,1.19,0.2,0.084,1.14,6.83
2024-02-03 06:00:00,36.1,7.14,8.99,0.479,5.47,0.0934,,1.23,0.41,0.264,1.03,6.63
2024-02-03 07:00:00,35.87,7.12,8.11,0.472,5.94,0.0953,20.23,1.19,0.32,0.204,1.31,7.37
2024-02-03 08:00:00,36.27,7.12,8.81,0.475,5.92,0.0932,17.93,,0.43,0.161,0.95,6.91
2024-02-03 09:00:00,30.69,7.2,9.04,0.483,6.0,0.0961,17.05,1.2,0.17,0.075,1.41,7.01
2024-02-03 10:00:00,38.28,7.21,10.38,0.473,5.32,0.0931,19.4,1.3,0.37,0.201,1.62,7.22
2024-02-03 11:00:00,34.36,7.13,9.04,0.477,5.19,0.0962,17.05,1.35,0.33,0.251,0.83,
2024-02-03 12:00:00,28.16,7.12,7.99,0.47,6.0,0.0934,17.58,1.17,0.32,,1.34,6.61
2024-02-03 13:00:00,28.39,7.14,9.28,0.483,5.7,0.0952,19.31,1.25,0.43,0.145,1.07,7.01
2024-02-03 14:00:00,35.67,7.18,7.77,0.48,5.57,0.0936,19.82,1.46,0.51,0.189,1.43,
2024-02-03 15:00:00,28.78,7.1,9.52,0.486,5.77,0.0928,12.65,1.02,0.1,0.05,0.82,7.61
2024-02-03 16:00:00,33.21,7.2,8.67,0.48,5.29,0.0926,17.45,1.17,0.42,0.252,1.51,7.11
2024-02-03 17:00:00,39.63,7.13,9.0,0.49,5.82,0.093,19.19,1.3,0.51,0.162,1.04,6.96
2024-02-03 18:00:00,26.54,7.2,6.82,0.473,5.69,0.094,18.01,1.19,0.39,0.124,1.08,7.14
2024-02-03 19:00:00,26.71,7.12,6.35,0.484,6.0,0.0947,14.47,1.01,0.16,0.12,1.08,7.2
2024-02-03 20:00:00,39.64,7.16,7.1,0.478,5.97,0.0943,16.8,1.36,0.26,0.093,0.81,7.1
2024-02-03 21:00:00,34.23,7.11,10.35,0.476,5.99,0.0949,19.17,1.13,0.15,0.068,1.39,7.25
2024-02-03 22:00:00,28.17,7.21,7.46,0.484,5.77,0.0929,15.9,1.13,0.45,0.215,0.97,7.35
2024-02-03 23:00:00,38.38,7.14,9.34,0.489,6.0,0.095,17.31,1.2,0.27,0.188,1.3,7.52
2024-02-04 00:00:00,39.52,7.2,8.11,0.487,5.87,0.0959,18.33,1.47,0.54,0.412,1.07,6.75
2024-02-04 01:00:00,,7.12,8.52,0.478,,0.0937,14.82,1.29,0.43,0.292,1.09,6.62
2024-02-04 02:00:00,35.97,7.2,8.71,0.482,5.46,0.0959,18.28,1.47,0.3,0.167,1.45,6.62
2024-02-04 03:00:00,31.19,7.21,10.4,0.475,5.49,0.0938,16.11,1.34,0.24,0.136,0.7,7.06
2024-02-04 04:00:00,28.14,7.12,9.34,0.484,5.88,0.0945,17.0,1.21,0.29,0.148,0.46,6.5
2024-02-04 05:00:00,35.6,7.21,9.14,0.479,5.3,0.096,17.44,1.23,0.25,0.195,0.94,6.58
2024-02-04 06:00:00,31.49,7.19,10.05,0.475,5.75,0.0955,16.86,1.1,0.29,,1.12,7.16
2024-02-04 07:00:00,36.55,7.1,8.12,0.471,5.45,0.0948,17.18,1.21,0.13,0.09,1.08,6.85
2024-02-04 08:00:00,38.92,7.11,9.83,0.491,5.32,0.0943,,1.44,0.41,0.306,0.92,6.96
2024-02-04 09:00:00,27.69,7.1,9.66,0.472,5.37,0.095,13.56,1.03,0.38,0.218,1.65,7.48
2024-02-04 10:00:00,35.62,7.17,9.65,0.478,5.69,0.0948,19.91,1.23,0.21,0.12,1.53,7.3
2024-02-04 11:00:00,30.62,7.15,8.6,0.474,5.93,0.0966,16.48,1.08,0.22,0.147,0.35,7.07
2024-02-04 12:00:00,39.43,7.11,8.32,0.481,5.5,0.096,14.85,1.23,0.46,0.218,0.95,6.68
2024-02-04 13:00:00,30.92,7.2,7.89,0.474,5.08,0.0933,13.48,1.16,0.36,0.227,1.27,6.94
2024-02-04 14:00:00,35.82,7.12,7.95,0.487,6.0,0.0944,19.98,1.28,0.13,0.068,1.25,6.73
2024-02-04 15:00:00,35.04,7.21,7.84,0.475,6.0,0.0951,17.62,1.19,0.27,0.202,0.91,6.91
2024-02-04 16:00:00,32.88,7.09,9.12,0.474,5.98,0.0956,17.11,1.36,0.19,0.089,1.55,6.72
2024-02-04 17:00:00,36.74,7.13,8.53,0.475,6.0,0.0935,18.13,1.36,0.23,0.144,0.88,7.02
2024-02-04 18:00:00,37.4,7.15,9.19,0.477,5.73,0.0961,19.28,1.27,0.42,0.13,1.14,6.9
2024-02-04 19:00:00,35.22,7.15,9.24,0.485,5.66,0.0953,20.81,1.4,0.18,0.104,1.13,6.71
2024-02-04 20:00:00,37.85,7.19,7.7,0.475,6.0,0.0931,19.31,1.37,0.27,0.188,1.22,6.61
2024-02-04 21:00:00,40.94,7.17,7.67,0.486,6.0,0.093,19.83,1.4,0.21,0.148,,7.48
2024-02-04 22:00:00,33.2,7.12,8.53,0.48,5.88,0.0955,16.09,1.32,0.44,0.323,1.3,6.77
2024-02-04 23:00:00,34.5,7.14,7.98,0.475,5.96,0.0958,14.48,1.24,0.27,0.148,0.9,7.3
2024-02-05 00:00:00,28.59,7.15,8.03,0.478,5.32,0.0944,17.0,1.22,0.3,0.177,1.25,6.95
2024-02-05 01:00:00,39.72,7.2,10.61,0.484,5.61,0.0938,20.01,1.22,0.17,0.079,0.98,7.02
2024-02-05 02:00:00,35.8,7.13,7.38,0.481,6.0,0.094,20.1,1.22,0.46,0.354,1.57,7.02
2024-02-05 03:00:00,34.2,7.17,10.93,0.484,5.93,,20.91,1.28,0.46,0.284,1.08,6.9
2024-02-05 04:00:00,29.75,7.2,9.2,0.491,5.25,0.0957,14.03,1.26,0.42,0.182,1.2,6.98
2024-02-05 05:00:00,41.05,7.1,9.9,0.473,5.53,0.0939,18.01,1.51,0.53,0.395,1.48,7.15
2024-02-05 06:00:00,34.02,7.16,9.78,0.481,6.0,0.0964,18.78,1.4,0.56,0.345,1.21,6.6
2024-02-05 07:00:00,38.11,7.15,9.53,0.482,5.82,0.0941,18.49,1.28,0.33,0.214,1.39,6.93
2024-02-05 08:00:00,30.53,,10.57,0.478,5.74,0.0964,19.43,1.3,,0.171,0.79,6.99
2024-02-05 09:00:00,42.07,7.17,7.83,0.482,5.75,0.0969,19.12,1.3,0.47,0.147,1.32,7.18
2024-02-05 10:00:00,30.94,7.1,8.76,0.485,5.66,0.0938,20.65,1.11,0.27,0.161,1.09,6.86
2024-02-05 11:00:00,31.24,7.13,8.06,0.486,5.53,0.0969,16.84,1.19,0.18,0.07,1.41,6.92
2024-02-05 12:00:00,40.61,7.14,7.22,0.488,5.44,0.096,22.39,1.31,0.35,0.228,1.29,7.22
2024-02-05 13:00:00,41.37,7.19,8.25,0.474,5.99,0.0967,14.51,1.26,0.42,0.254,1.31,6.5
2024-02-05 14:00:00,31.42,7.22,10.78,0.483,5.76,0.0945,17.75,1.25,0.38,0.174,1.36,7.32
2024-02-05 15:00:00,35.08,7.17,8.74,0.49,5.9,0.0967,,1.26,0.4,0.206,1.46,6.73
2024-02-05 16:00:00,38.83,7.22,10.9,0.483,5.85,0.0951,14.49,,0.24,0.17,0.53,7.3
2024-02-05 17:00:00,40.89,7.22,11.0,0.487,6.0,0.0939,19.17,1.6,0.21,0.134,0.92,7.36
2024-02-05 18:00:00,33.79,7.14,11.91,,5.82,0.0972,14.91,1.39,0.27,0.122,1.14,6.88
2024-02-05 19:00:00,35.75,7.13,10.82,0.483,5.93,0.097,16.85,1.31,0.34,0.189,0.8,7.29
2024-02-05 20:00:00,38.95,7.2,11.27,0.474,5.74,0.0936,19.31,1.31,0.22,0.113,1.08,6.88
2024-02-05 21:00:00,38.8,7.12,9.24,0.487,5.4,0.095,18.42,1.53,0.24,0.078,1.21,6.77
2024-02-05 22:00:00,39.53,7.09,9.14,0.484,5.62,0.0971,19.57,1.34,0.53,0.255,1.62,7.1
2024-02-05 23:00:00,,7.12,9.21,0.472,5.86,0.0954,18.39,1.28,0.42,0.151,1.37,7.25
2024-02-06 00:00:00,30.93,7.12,9.07,0.479,5.88,0.0956,21.36,1.23,0.26,0.099,1.37,6.7
2024-02-06 01:00:00,42.68,7.14,9.22,0.475,6.0,0.0943,20.18,1.51,0.21,0.097,1.17,6.5
2024-02-06 02:00:00,42.11,7.2,9.82,0.488,5.54,0.0952,19.74,1.3,0.19,0.15,0.63,7.05
2024-02-06 03:00:00,41.12,7.18,8.6,0.474,5.74,0.0956,20.1,1.31,0.29,0.172,0.93,7.48
2024-02-06 04:00:00,30.86,7.1,7.69,0.494,5.64,0.0965,16.58,1.06,0.17,0.078,0.66,6.98
2024-02-06 05:00:00,32.4,7.14,9.43,0.497,6.0,0.0954,13.86,1.11,0.12,,1.32,7.38
2024-02-06 06:00:00,40.32,7.12,8.38,0.498,5.79,0.0962,20.44,1.35,0.46,0.227,1.18,7.32
2024-02-06 07:00:00,29.73,7.1,8.48,,5.79,0.0939,18.92,1.29,0.23,0.1,1.21,7.26
2024-02-06 08:00:00,43.78,7.2,8.93,0.486,5.66,0.0967,23.06,1.6,0.57,0.423,1.3,
2024-02-06 09:00:00,34.94,7.19,8.7,0.496,5.61,0.0935,19.05,1.2,0.46,0.259,1.01,6.8
2024-02-06 10:00:00,39.96,7.14,10.18,0.491,5.24,0.0962,18.43,1.26,0.31,0.237,0.76,7.03
2024-02-06 11:00:00,42.44,7.23,8.9,0.481,5.3,0.097,20.13,1.65,0.29,0.134,1.02,6.65
2024-02-06 12:00:00,35.19,7.15,10.23,0.494,5.73,0.0967,21.31,1.36,0.4,0.145,1.29,7.24
2024-02-06 13:00:00,34.08,7.12,9.28,0.488,5.69,0.0941,17.01,1.27,0.49,0.356,0.64,
2024-02-06 14:00:00,38.34,7.15,8.98,0.492,5.73,0.097,16.16,,0.5,0.308,1.21,6.95
2024-02-06 15:00:00,37.93,7.19,9.23,0.498,5.96,0.0938,22.86,1.51,0.22,0.142,0.79,6.94
2024-02-06 16:00:00,35.41,7.13,7.78,0.498,5.7,0.0937,15.76,1.17,0.41,0.154,1.33,6.76
2024-02-06 17:00:00,,7.21,9.41,0.486,5.57,0.0969,15.38,1.41,0.38,0.173,0.77,6.83
2024-02-06 18:00:00,,7.11,9.92,0.478,5.61,0.0942,20.42,1.54,0.37,0.121,1.39,7.11
2024-02-06 19:00:00,36.27,7.22,10.06,0.489,5.75,0.0954,18.83,1.43,0.22,0.097,0.73,6.65
2024-02-06 20:00:00,32.28,7.11,7.72,0.49,5.56,0.0974,17.91,1.23,0.32,0.204,0.87,6.66
2024-02-06 21:00:00,34.94,7.16,7.55,0.488,5.99,0.0943,19.43,1.34,0.43,0.304,1.35,6.73
2024-02-06 22:00:00,35.19,7.17,8.53,0.484,5.67,0.0968,17.42,1.25,0.27,0.204,1.1,7.01
2024-02-06 23:00:00,31.32,7.16,10.45,0.488,5.75,0.0959,16.45,1.18,0.45,0.215,0.56,6.51
2024-02-07 00:00:00,32.87,7.21,9.45,0.489,5.42,0.0956,16.0,1.26,0.19,0.082,1.36,6.78
2024-02-07 01:00:00,40.8,7.17,8.45,0.5,5.98,0.0958,19.45,1.31,0.14,0.101,0.51,6.5
2024-02-07 02:00:00,35.55,7.12,7.78,0.497,6.0,0.0956,18.92,1.39,0.35,0.169,1.1,6.51
2024-02-07 03:00:00,44.9,7.13,8.55,0.486,5.25,0.0974,22.05,1.51,0.23,0.115,1.77,6.87
2024-02-07 04:00:00,34.09,7.21,8.48,0.49,5.78,0.0974,15.66,1.37,0.4,0.164,1.17,7.09
2024-02-07 05:00:00,31.9,7.15,10.17,0.49,5.63,0.0954,14.4,1.3,0.3,0.098,1.05,7.02
2024-02-07 06:00:00,41.84,7.12,10.24,0.489,5.75,0.0969,21.22,1.46,0.33,0.13,1.13,6.99
2024-02-07 07:00:00,43.78,7.13,8.18,0.477,5.8,0.0961,18.89,1.56,0.37,0.145,0.82,6.82
2024-02-07 08:00:00,34.62,7.18,9.98,0.494,4.99,0.0971,15.62,1.39,0.19,0.127,1.2,7.35
2024-02-07 09:00:00,33.46,7.23,9.88,0.494,5.89,0.094,13.6,1.2,0.22,0.136,1.8,6.85
2024-02-07 10:00:00,33.22,7.11,8.05,0.488,6.0,0.0953,20.05,1.32,0.31,0.103,1.02,6.56
2024-02-07 11:00:00,38.33,7.18,9.15,0.499,6.0,0.0953,19.1,1.51,0.5,0.153,0.91,7.41
2024-02-07 12:00:00,37.51,7.19,9.57,0.501,5.38,0.0964,19.43,1.19,0.43,0.232,1.29,6.73
2024-02-07 13:00:00,34.34,7.13,9.39,0.496,5.65,0.0947,18.4,1.27,0.23,0.135,1.37,6.91
2024-02-07 14:00:00,31.08,7.2,7.52,0.499,5.5,0.0961,17.11,1.1,0.16,0.103,1.18,7.29
2024-02-07 15:00:00,37.71,7.12,9.36,0.488,5.09,0.0981,18.34,1.31,0.27,0.124,1.06,6.8
2024-02-07 16:00:00,44.97,7.23,9.87,0.499,5.48,0.094,20.11,,0.35,0.201,1.32,7.33
2024-02-07 17:00:00,40.31,7.14,10.81,0.499,5.34,0.096,17.1,1.3,0.31,0.185,0.71,7.03
2024-02-07 18:00:00,37.92,7.11,8.56,0.492,5.76,0.0944,14.91,1.19,0.34,0.107,1.0,7.15
2024-02-07 19:00:00,32.07,7.1,8.68,0.48,5.17,0.0964,21.43,1.16,0.26,0.209,0.46,7.07
2024-02-07 20:00:00,34.23,7.11,9.02,0.48,5.37,0.0949,17.57,1.36,0.24,0.185,1.12,6.92
2024-02-07 21:00:00,34.87,7.12,9.52,0.488,5.51,0.0978,16.78,1.16,0.14,0.07,1.09,7.46
2024-02-07 22:00:00,42.01,7.2,9.33,0.494,5.89,0.0952,17.89,1.48,0.5,0.301,1.47,7.22
2024-02-07 23:00:00,43.72,7.11,9.83,0.488,6.0,0.098,22.03,1.58,0.51,0.249,0.89,6.5
2024-02-08 00:00:00,45.57,7.12,8.27,0.499,5.74,0.0942,20.69,1.55,0.55,0.399,1.46,6.86
2024-02-08 01:00:00,46.87,7.17,9.79,0.498,5.34,0.0979,19.01,1.74,0.27,0.094,1.09,7.23
2024-02-08 02:00:00,46.83,7.19,8.65,0.483,5.44,0.0953,20.12,1.66,0.59,0.229,1.34,6.5
2024-02-08 03:00:00,46.37,7.23,9.25,0.481,5.85,0.0951,21.23,1.37,0.51,0.338,1.38,6.75
2024-02-08 04:00:00,32.53,7.16,11.1,0.496,5.24,0.0982,16.29,1.34,0.47,0.2,1.16,7.32
2024-02-08 05:00:00,33.57,7.15,7.99,0.486,5.98,0.0955,18.96,1.27,0.14,0.112,1.23,7.09
2024-02-08 06:00:00,36.19,7.19,9.11,0.502,5.73,0.0968,22.25,1.47,0.3,0.215,0.98,6.84
2024-02-08 07:00:00,40.09,7.19,8.12,0.501,5.61,0.0975,18.15,1.58,0.62,0.44,1.51,7.21
2024-02-08 08:00:00,32.93,,9.55,0.49,5.14,0.0961,16.59,1.14,0.3,0.115,1.96,7.65
2024-02-08 09:00:00,44.69,7.24,10.44,0.493,5.92,0.0946,18.52,1.4,0.46,0.186,0.71,6.72
2024-02-08 10:00:00,41.09,7.12,9.56,0.5,5.42,0.0983,18.95,1.48,0.29,0.201,1.17,6.63
2024-02-08 11:00:00,39.92,7.2,9.28,0.501,5.69,0.0971,15.03,1.24,0.29,0.148,1.06,7.52
2024-02-08 12:00:00,34.0,7.22,,0.492,5.6,0.0982,19.64,1.23,0.27,0.179,1.28,7.3
2024-02-08 13:00:00,35.38,7.24,9.72,0.503,5.17,0.0976,15.12,1.45,0.49,0.301,0.67,6.91
2024-02-08 14:00:00,33.92,7.13,10.21,0.491,5.58,0.0977,15.8,1.27,0.18,0.135,0.83,7.02
2024-02-08 15:00:00,44.79,7.13,10.11,0.479,5.29,0.0968,20.37,1.44,0.34,0.239,1.67,7.25
2024-02-08 16:00:00,40.58,7.23,6.52,0.493,5.45,0.0942,21.88,1.3,0.48,0.302,1.59,7.25
